datetime,openPriceUsd,closePriceUsd,highPriceUsd,lowPriceUsd,volume,marketcap
2018-08-07 17:00:00+00:00,0.2572915127,0.257888,0.257888,0.2546552697,1142880.0,90260800.0
2018-08-07 18:00:00+00:00,0.25670298680000003,0.258017,0.258017,0.255438,980608.0,90305950.0
2018-08-07 19:00:00+00:00,0.2568893091,0.2526417301,0.2579810171,0.2526417301,934523.0,88424606.0
2018-08-07 20:00:00+00:00,0.252355,0.2468656469,0.252355,0.2468656469,971110.0,86402976.0
2018-08-07 21:00:00+00:00,0.246866,0.235333,0.25313051670000003,0.235035,1000580.0,82366550.0
2018-08-07 22:00:00+00:00,0.23595468,0.2367,0.2385590266,0.234717,1011320.0,82845000.0
2018-08-07 23:00:00+00:00,0.2355496671,0.233997,0.235945,0.232132,1039530.0,81898950.0
2018-08-08 00:00:00+00:00,0.23416075520000001,0.2311950754,0.234336,0.228824,1027394.0,80918276.0
2018-08-08 01:00:00+00:00,0.231056,0.232051,0.232051,0.2295337201,1053640.0,81217850.0
2018-08-08 02:00:00+00:00,0.23063027830000002,0.231591,0.2319510868,0.229558,1069620.0,81056850.0
2018-08-08 03:00:00+00:00,0.231537589,0.228995,0.2319066954,0.2288099657,1070380.0,80148250.0
2018-08-08 04:00:00+00:00,0.2301841462,0.231291,0.23160479,0.22781820860000002,1079950.0,80951850.0
2018-08-08 05:00:00+00:00,0.2324242091,0.231499,0.2324242091,0.2250721706,1098480.0,81024650.0
2018-08-08 06:00:00+00:00,0.23174393980000002,0.232011,0.232903,0.230026,1130130.0,81203850.0
2018-08-08 07:00:00+00:00,0.2320276773,0.233045,0.234342,0.2320276773,1100240.0,81565750.0
2018-08-08 08:00:00+00:00,0.2325132692,0.23535605180000002,0.23535605180000002,0.229993,1125947.0,82374618.0
2018-08-08 09:00:00+00:00,0.234711,0.236093,0.2365136142,0.2340742076,1117680.0,82632550.0
2018-08-08 10:00:00+00:00,0.2348757695,0.229597,0.23539165920000002,0.2293699447,1136410.0,80358950.0
2018-08-08 11:00:00+00:00,0.2301488827,0.230195,0.231146,0.228625,1107020.0,80568250.0
2018-08-08 12:00:00+00:00,0.2302364638,0.2342141305,0.2342141305,0.2296972538,934981.0,81974946.0
2018-08-08 13:00:00+00:00,0.235273,0.23367161690000002,0.235842,0.232766,950722.0,81785066.0
2018-08-08 14:00:00+00:00,0.232576,0.230141,0.2334462424,0.227666,977342.0,80549350.0
2018-08-08 15:00:00+00:00,0.2296795807,0.233901,0.23410999130000001,0.2296795807,994289.0,81865350.0
2018-08-08 16:00:00+00:00,0.2340257895,0.221332,0.2346646521,0.220287,982311.0,77466200.0
2018-08-08 17:00:00+00:00,0.221933,0.2241509635,0.225587,0.2212046799,992876.0,78452837.0
2018-08-08 18:00:00+00:00,0.222148,0.221822,0.227212,0.220033,1028960.0,77637700.0
2018-08-08 19:00:00+00:00,0.2221475535,0.23015,0.2302485021,0.2221475535,1075260.0,80552500.0
2018-08-08 20:00:00+00:00,0.231091242,0.229301,0.231091242,0.22761542740000001,1060630.0,80255350.0
2018-08-08 21:00:00+00:00,0.2294992025,0.227225547,0.2294992025,0.224548,1041190.0,79528941.0
2018-08-08 22:00:00+00:00,0.226774,0.226845,0.227866,0.224854,1044820.0,79395750.0
2018-08-08 23:00:00+00:00,0.2266355676,0.22804,0.228785,0.2257799254,996081.0,79814000.0
2018-08-09 00:00:00+00:00,0.22809600570000002,0.230661,0.232727222,0.22809600570000002,1003550.0,80731350.0
2018-08-09 01:00:00+00:00,0.2298178192,0.2517391583,0.2519744935,0.2298178192,1364576.0,88108705.0
2018-08-09 02:00:00+00:00,0.250805,0.249023,0.250805,0.244825,1428700.0,87158050.0
2018-08-09 03:00:00+00:00,0.2481402623,0.244432,0.2481402623,0.243751,1487280.0,85551200.0
2018-08-09 04:00:00+00:00,0.2465536442,0.247276,0.247276,0.2423355968,1490840.0,86546600.0
2018-08-09 05:00:00+00:00,0.2476133881,0.261275,0.262785,0.24659,1672820.0,91446250.0
2018-08-09 06:00:00+00:00,0.2601131237,0.26218,0.2622046414,0.2600837091,1704400.0,91763000.0
2018-08-09 07:00:00+00:00,0.262626689,0.264739,0.270406,0.261635,1954850.0,92658650.0
2018-08-09 08:00:00+00:00,0.265845,0.266281,0.270848,0.263551,2037960.0,93198350.0
2018-08-09 09:00:00+00:00,0.26491055,0.261849,0.26491055,0.2616220869,2081550.0,91647150.0
2018-08-09 10:00:00+00:00,0.2618483714,0.266293,0.2665506091,0.261368,2133880.0,93202550.0
2018-08-09 11:00:00+00:00,0.2658405004,0.269763,0.27513055070000003,0.264232,2327590.0,94417049.0
2018-08-09 12:00:00+00:00,0.26964161140000004,0.27095,0.2733933363,0.2599801243,2561400.0,94832500.0
2018-08-09 13:00:00+00:00,0.2729427257,0.29427,0.29427,0.272659,3650910.0,102994499.0
2018-08-09 14:00:00+00:00,0.3004866928,0.29439140750000004,0.300537,0.286463,4273872.0,103036993.0
2018-08-09 15:00:00+00:00,0.297351,0.287701,0.297351,0.2826881985,4603870.0,100695350.0
2018-08-09 16:00:00+00:00,0.28400352970000003,0.281088,0.284004,0.276556,4815930.0,98380800.0
2018-08-09 17:00:00+00:00,0.2804782839,0.281959,0.28210378810000003,0.277064,4859940.0,98685650.0
2018-08-09 18:00:00+00:00,0.2811587611,0.274448,0.28164,0.269894,5070770.0,96056800.0
2018-08-09 19:00:00+00:00,0.2743366534,0.286238,0.286238,0.2693840335,5257000.0,100183300.0
2018-08-09 20:00:00+00:00,0.2854934149,0.2886127401,0.2977847382,0.283871,5621002.0,101014459.0
2018-08-09 21:00:00+00:00,0.288127,0.285917,0.2887548103,0.283911,5799200.0,100070949.0
2018-08-09 22:00:00+00:00,0.28909294750000003,0.27948,0.2901,0.27829,5931820.0,97818000.0
2018-08-09 23:00:00+00:00,0.2782301004,0.276128,0.279117,0.274339,5960760.0,96644800.0
2018-08-10 00:00:00+00:00,0.27507685060000003,0.2803964838,0.2827609287,0.27507685060000003,6025043.0,98138769.0
2018-08-10 01:00:00+00:00,0.279728,0.288463,0.292478,0.27843258,5794320.0,100962050.0
2018-08-10 02:00:00+00:00,0.2893683057,0.296195,0.296195,0.2855454388,5831120.0,103668250.0
2018-08-10 03:00:00+00:00,0.2962738995,0.281828,0.30041747,0.2796327448,6038180.0,98639800.0
2018-08-10 04:00:00+00:00,0.2827361842,0.283837,0.2882764706,0.280668,6096880.0,99342950.0
2018-08-10 05:00:00+00:00,0.286122134,0.302965,0.3060210155,0.286122,6334980.0,106037750.0
2018-08-10 06:00:00+00:00,0.304275,0.300727,0.305899,0.2958385917,6621860.0,105254450.0
2018-08-10 07:00:00+00:00,0.3001725799,0.305816,0.312034,0.3001725799,6553420.0,107035599.0
2018-08-10 08:00:00+00:00,0.3052467997,0.301338,0.3052467997,0.296782,6598780.0,105468300.0
2018-08-10 09:00:00+00:00,0.3010971435,0.306034,0.30830712050000003,0.29943279510000004,6681290.0,107111899.0
2018-08-10 10:00:00+00:00,0.3073710407,0.3011987974,0.3082147541,0.3011987974,6799878.0,105419579.0
2018-08-10 11:00:00+00:00,0.297399,0.303125,0.305707,0.297399,6722490.0,106093749.0
2018-08-10 12:00:00+00:00,0.3017679276,0.299828,0.302426,0.297288,6817150.0,104939800.0
2018-08-10 13:00:00+00:00,0.3001206773,0.293761,0.3012131894,0.29317299480000003,5895910.0,102816350.0
2018-08-10 14:00:00+00:00,0.2933893594,0.2992461079,0.2992461079,0.289156,5401129.0,104736138.0
2018-08-10 15:00:00+00:00,0.29913,0.299132,0.301932386,0.293707,5216740.0,104696200.0
2018-08-10 16:00:00+00:00,0.2996990915,0.2991243449,0.30286,0.297499839,5065336.0,104693521.0
2018-08-10 17:00:00+00:00,0.299745,0.294637,0.300335,0.293296,5220700.0,103122950.0
2018-08-10 18:00:00+00:00,0.29570588140000004,0.29752,0.29752,0.2929474884,5083450.0,104132000.0
